"country";"residence";"age";"gender";"education";"job_fields";"unemployed_months";"topic";"sub_topic_13";"sub_topic_points_13";"sub_topic_total_points_13";"sub_topic_rank_13";"oca_question_76";"oca_answer_76";"oca_correct_answer_76";"oca_all_answers_76";"evaluated_76";"oca_question_77";"oca_answer_77";"oca_correct_answer_77";"oca_all_answers_77";"evaluated_77";"mca_question_78";"mca_answers_78";"mca_correct_answers_78";"mca_all_answers_78";"evaluated_78";"asg_question_79_1";"asg_answer_79_1";"asg_correct_answer_79_1";"asg_question_79_2";"asg_answer_79_2";"asg_correct_answer_79_2";"asg_question_79_3";"asg_answer_79_3";"asg_correct_answer_79_3";"asg_question_79_4";"asg_answer_79_4";"asg_correct_answer_79_4";"evaluated_79";"asg_question_80_1";"asg_answer_80_1";"asg_correct_answer_80_1";"asg_question_80_2";"asg_answer_80_2";"asg_correct_answer_80_2";"asg_question_80_3";"asg_answer_80_3";"asg_correct_answer_80_3";"asg_question_80_4";"asg_answer_80_4";"asg_correct_answer_80_4";"evaluated_80";"sub_topic_14";"sub_topic_points_14";"sub_topic_total_points_14";"sub_topic_rank_14";"mca_question_81";"mca_answers_81";"mca_correct_answers_81";"mca_all_answers_81";"evaluated_81";"asg_question_82_1";"asg_answer_82_1";"asg_correct_answer_82_1";"asg_question_82_2";"asg_answer_82_2";"asg_correct_answer_82_2";"asg_question_82_3";"asg_answer_82_3";"asg_correct_answer_82_3";"asg_question_82_4";"asg_answer_82_4";"asg_correct_answer_82_4";"evaluated_82";"dnd_question_83";"dnd_answers_83";"dnd_correct_answers_83";"evaluated_83";"dnd_question_84";"dnd_answers_84";"dnd_correct_answers_84";"evaluated_84";"mca_question_85";"mca_answers_85";"mca_correct_answers_85";"mca_all_answers_85";"evaluated_85";"sub_topic_15";"sub_topic_points_15";"sub_topic_total_points_15";"sub_topic_rank_15";"oca_question_86";"oca_answer_86";"oca_correct_answer_86";"oca_all_answers_86";"evaluated_86";"oca_question_87";"oca_answer_87";"oca_correct_answer_87";"oca_all_answers_87";"evaluated_87";"oca_question_88";"oca_answer_88";"oca_correct_answer_88";"oca_all_answers_88";"evaluated_88";"asg_question_89_1";"asg_answer_89_1";"asg_correct_answer_89_1";"asg_question_89_2";"asg_answer_89_2";"asg_correct_answer_89_2";"asg_question_89_3";"asg_answer_89_3";"asg_correct_answer_89_3";"asg_question_89_4";"asg_answer_89_4";"asg_correct_answer_89_4";"evaluated_89";"asg_question_90_1";"asg_answer_90_1";"asg_correct_answer_90_1";"asg_question_90_2";"asg_answer_90_2";"asg_correct_answer_90_2";"asg_question_90_3";"asg_answer_90_3";"asg_correct_answer_90_3";"asg_question_90_4";"asg_answer_90_4";"asg_correct_answer_90_4";"evaluated_90";"sub_topic_16";"sub_topic_points_16";"sub_topic_total_points_16";"sub_topic_rank_16";"oca_question_91";"oca_answer_91";"oca_correct_answer_91";"oca_all_answers_91";"evaluated_91";"oca_question_92";"oca_answer_92";"oca_correct_answer_92";"oca_all_answers_92";"evaluated_92";"oca_question_93";"oca_answer_93";"oca_correct_answer_93";"oca_all_answers_93";"evaluated_93";"mca_question_94";"mca_answers_94";"mca_correct_answers_94";"mca_all_answers_94";"evaluated_94";"asg_question_95_1";"asg_answer_95_1";"asg_correct_answer_95_1";"asg_question_95_2";"asg_answer_95_2";"asg_correct_answer_95_2";"asg_question_95_3";"asg_answer_95_3";"asg_correct_answer_95_3";"evaluated_95";"sub_topic_17";"sub_topic_points_17";"sub_topic_total_points_17";"sub_topic_rank_17";"oca_question_96";"oca_answer_96";"oca_correct_answer_96";"oca_all_answers_96";"evaluated_96";"mca_question_97";"mca_answers_97";"mca_correct_answers_97";"mca_all_answers_97";"evaluated_97";"mca_question_98";"mca_answers_98";"mca_correct_answers_98";"mca_all_answers_98";"evaluated_98";"dnd_question_99";"dnd_answers_99";"dnd_correct_answers_99";"evaluated_99";"asg_question_100_1";"asg_answer_100_1";"asg_correct_answer_100_1";"asg_question_100_2";"asg_answer_100_2";"asg_correct_answer_100_2";"asg_question_100_3";"asg_answer_100_3";"asg_correct_answer_100_3";"asg_question_100_4";"asg_answer_100_4";"asg_correct_answer_100_4";"evaluated_100";"sub_topic_18";"sub_topic_points_18";"sub_topic_total_points_18";"sub_topic_rank_18";"oca_question_101";"oca_answer_101";"oca_correct_answer_101";"oca_all_answers_101";"evaluated_101";"mca_question_102";"mca_answers_102";"mca_correct_answers_102";"mca_all_answers_102";"evaluated_102";"asg_question_103_1";"asg_answer_103_1";"asg_correct_answer_103_1";"asg_question_103_2";"asg_answer_103_2";"asg_correct_answer_103_2";"evaluated_103";"oca_question_104";"oca_answer_104";"oca_correct_answer_104";"oca_all_answers_104";"evaluated_104";"mca_question_105";"mca_answers_105";"mca_correct_answers_105";"mca_all_answers_105";"evaluated_105"
"HU";"Občan";70;"Muž";"Střední vzdělání s výučním listem";"Zemědělský a potravinářský průmysl";0;"Technologická zdatnost";"Základní počítačové dovednosti";4.0;5;"Expert";"Jaký je hlavní účel zálohování dat?";"Zajistit, že data jsou chráněna v případě ztráty nebo poškození";"Zajistit, že data jsou chráněna v případě ztráty nebo poškození";"Zvýšit rychlost počítače, Zlepšit kvalitu obrazu na monitoru, Uložit více souborů na menší prostor, Zajistit, že data jsou chráněna v případě ztráty nebo poškození";True;"Co se stane, když přesunete soubory do odpadkového koše?";"Soubory jsou dočasně smazány a lze je navrátit zpět z koše";"Soubory jsou dočasně smazány a lze je navrátit zpět z koše";"Soubory jsou navždy smazány, Soubory budou zálohovány, Soubory budou zkotrolovány antivirovým programem, Soubory jsou dočasně smazány a lze je navrátit zpět z koše";True;"Kterými z následujících zařízení je možné zadat data do počítače?";"Klávesnicí";"Klávesnicí, Skenerem, Dotykovou obrazovkou, Mikrofonem";"Klávesnicí, Skenerem, Dotykovou obrazovkou, Mikrofonem, Reproduktory, Tiskárnou";True;"Kopírovat";"Ctrl + C";"Ctrl + C";"Vložit";"Ctrl + V";"Ctrl + V";"Vyjmout";"Ctrl + Z";"Ctrl + X";"Zpět";"Ctrl + X";"Ctrl + Z";True;"Textový dokument";".txt";".txt";"Obrázek";".jpg";".jpg";"Zvukový soubor";".mp3";".mp3";"Spustitelný soubor (program)";".exe";".exe";True;"Práce s kancelářským softwarem";4.6;5;"Expert";"Jaké funkce poskytuje tabulkový kalkulátor?";"Filtrování ve velkém množství dat, Provádění matematických výpočtů nad daty, Vizualizace informací pomocí grafů";"Filtrování ve velkém množství dat, Provádění matematických výpočtů nad daty, Vizualizace informací pomocí grafů";"Filtrování ve velkém množství dat, Provádění matematických výpočtů nad daty, Vizualizace informací pomocí grafů, Prezentování výsledků ve formě prezentačních snímků";True;"Psát a formátovat dokumenty";"Textový editor, př. MS Word";"Textový editor, př. MS Word";"Tvořit a analyzovat tabulky";"Tabulkový kalkulátor, př. MS Excel";"Tabulkový kalkulátor, př. MS Excel";"Připravovat a promítat informace";"Prezentační software, př. MS Powerpoint";"Prezentační software, př. MS Powerpoint";"Plánovat schůzky a komunikovat";"Kolaborační software, př. MS Teams";"Kolaborační software, př. MS Teams";True;"Seřaďte kroky pro vytvoření grafu v tabulkovém procesoru.";"Vložit data do tabulky, Vybrat data (řady a kategorie) pro graf, Vybrat typ grafu, Exportovat graf do prezentace";"Vložit data do tabulky, Vybrat data (řady a kategorie) pro graf, Vybrat typ grafu, Exportovat graf do prezentace";True;"Seřaďte kroky pro vytvoření a uložení nového dokumentu v textovém editoru.";"Otevřít textový editor, Vyplnit dokument obsahem, Vybrat operaci uložení dokumentu, Zadat název souboru a vybrat umístění";"Otevřít textový editor, Vyplnit dokument obsahem, Vybrat operaci uložení dokumentu, Zadat název souboru a vybrat umístění";True;"Vyberte pravdivá tvrzení o souborech s příponou CSV.";"Jedná se o na softwaru nezávislý formát tabulkových dat, Řádky tabulky jsou v souboru odděleny znakem zalomení na nový řádek";"Jedná se o na softwaru nezávislý formát tabulkových dat, Řádky tabulky jsou v souboru odděleny znakem zalomení na nový řádek, Sloupce tabulky jsou v souboru oddělená libovolným separátorem (nejčastějši čárka nebo středník), Tabulkové kalkulátory většinou umí nahrát CSV soubor a zobrazit ho jako tabulku";"Sloupce tabulky jsou v souboru oddělená znakem zalomení na nový řádek, Jedná se o na softwaru nezávislý formát tabulkových dat, Řádky tabulky jsou v souboru odděleny znakem zalomení na nový řádek, Sloupce tabulky jsou v souboru oddělená libovolným separátorem (nejčastějši čárka nebo středník), Tabulkové kalkulátory většinou umí nahrát CSV soubor a zobrazit ho jako tabulku";True;"Internetové dovednosti";4.0;5;"Expert";"Jaká je základní funkce webového prohlížeče?";"Zobrazovat internetové stránky";"Zobrazovat internetové stránky";"Editovat videa, Zobrazovat tabulky, Zobrazovat internetové stránky, Přehrávat zvukové nahrávky";True;"Jaké je základní pravidlo pro tvorbu bezpečného hesla?";"Používat kombinaci písmen, čísel a speciálních znaků";"Používat kombinaci písmen, čísel a speciálních znaků";"Používat jednoduché a snadno zapamatovatelné slovo, Používat stejné heslo pro všechny účty pro případ zapomenutí, Používat pouze čísla, Používat kombinaci písmen, čísel a speciálních znaků";True;"K čemu slouží záložky (bookmarks) v prohlížeči?";"Ukládání oblíbených webových stránek pro rychlý přístup";"Ukládání oblíbených webových stránek pro rychlý přístup";"Přidávání komentářů na webové stránky, Stahování souborů z internetu, Zálohování souborů z webu, Ukládání oblíbených webových stránek pro rychlý přístup";True;"Pokus o získání citlivých informací pomocí falešných e-mailů";"Spyware";"Phishing";"Škodlivý software, který poškozuje nebo zneužívá systém";"Malware";"Malware";"Software, který zablokuje přístup k datům, dokud není zaplaceno výkupné";"Ransomware";"Ransomware";"Software, který tajně sleduje a sbírá informace o uživateli";"Phishing";"Spyware";True;"Ochrana před neoprávněným přístupem k počítačové síti";"Antivirový software";"Firewall";"Ochrana před malwarem a viry";"Firewall";"Antivirový software";"Šifrování internetového připojení";"VPN";"VPN";"Dodatečná vrstva zabezpečení při přihlašování";"Dvoufaktorová autentizace";"Dvoufaktorová autentizace";True;"Komunikace a sociální sítě";4.0;5;"Expert";"Jaká je bezpečnostní funkce, která zajišťuje, že e-mailová zpráva pochází od skutečného odesílatele?";"Šifrování";"Digitální podpis";"Digitální podpis, Dvoufaktorová autentizace, Spamový filtr, Šifrování";True;"K čemu slouží hashtagy na sociálních sítích?";"K označování a vyhledávání témat a konverzací";"K označování a vyhledávání témat a konverzací";"K vytváření seznamů kontaktů, K úpravě profilových informací, K ochraně účtu, K označování a vyhledávání témat a konverzací";True;"Co znamená pojem ""follower (sledující)"" na sociálních sítích?";"Uživatel, který vidí vaše příspěvky";"Uživatel, který vidí vaše příspěvky";"Uživatel, který upravuje váš profil, Uživatel, který blokuje váš účet, Uživatel, který vytváří obsah na vašem účtu, Uživatel, který vidí vaše příspěvky";True;"Jaké funkce typicky mají komunikační nástroje typu instant messaging (př.: Messenger, WhatsApp)?";"Videohovory, Zasílání fotografií, Odesílání textových zpráv, Odesílání hlasových zpráv";"Videohovory, Zasílání fotografií, Odesílání textových zpráv, Odesílání hlasových zpráv";"Videohovory, Zasílání fotografií, Odesílání textových zpráv, Odesílání hlasových zpráv";True;"E-mail";"Odesílání pracovních dokumentů";"Odesílání pracovních dokumentů";"Sociální sítě";"Sdílení osobních fotografií, komentování příspěvků ostatních uživatelů";"Sdílení osobních fotografií, komentování příspěvků ostatních uživatelů";"Instant messaging";"Psaní si zpráv v reálném čase";"Psaní si zpráv v reálném čase";True;"Řešení problémů a správa systému";2.9;5;"Pokročilý";"Jaká je první věc, kterou byste měli udělat, pokud se počítač nezapne?";"Zkontrolovat, zda je zapojený do elektrické sítě";"Zkontrolovat, zda je zapojený do elektrické sítě";"Zkontrolovat, zda je zapojený do elektrické sítě, Vypnout a znovu zapnout modem, Rozebrat počítač a zkontrolovat vnitřní zdroj, Zkontrolovat připojení k internetu";True;"Jaké jsou běžné kroky při diagnostice problému s počítačem?";"Kontrola fyzických připojení kabelů a zařízení";"Spuštění antivirové kontroly, Kontrola systémových aktualizací, Kontrola fyzických připojení kabelů a zařízení";"Odstranění všech programů z počítače, Spuštění antivirové kontroly, Kontrola systémových aktualizací, Kontrola fyzických připojení kabelů a zařízení";True;"Jaké kroky je vhodné provést v případě problémů s internetovým připojením?";"Zkontrolovat fyzické připojení kabelů a zařízení";"Otestovat připojení jiným zařízením, Restartovat modem a router, Kontaktovat poskytovatele internetových služeb, Zkontrolovat fyzické připojení kabelů a zařízení, Zkontrolovat nastavení sítě na počítači";"Otestovat připojení jiným zařízením, Restartovat modem a router, Kontaktovat poskytovatele internetových služeb, Zkontrolovat fyzické připojení kabelů a zařízení, Zkontrolovat nastavení sítě na počítači";True;"Seřaďte kroky pro odstranění malwaru z počítače.";"Odstranit nalezené hrozby, Provést úplnou kontrolu systému, Spustit antivirový software, Aktualizovat antivirovou databázi, Restartovat počítač";"Spustit antivirový software, Aktualizovat antivirovou databázi, Provést úplnou kontrolu systému, Odstranit nalezené hrozby, Restartovat počítač";True;"Ukládání dat na vzdálené servery poskytovatele služeb";"Cloudové úložiště";"Cloudové úložiště";"Přenosný pevný disk připojený k počítači přes USB";"Externí pevný disk";"Externí pevný disk";"Malé přenosné zařízení pro ukládání dat";"USB flash disk";"USB flash disk";"Úložné zařízení připojené k místní síti";"NAS (síťové úložiště)";"NAS (síťové úložiště)";True;"Produktivita a digitální tvorba";4.5;5;"Expert";"Jaký je hlavní účel kalendářového softwaru?";"Správa a plánování času a událostí";"Správa a plánování času a událostí";"Psaní textových dokumentů, Úprava fotografií, Správa a plánování času a událostí, Tvorba hudby";True;"Jaké jsou běžné funkce kalendářového softwaru?";"Nastavení připomínek, Sdílení kalendářů s ostatními, Plánování schůzek";"Nastavení připomínek, Sdílení kalendářů s ostatními, Plánování schůzek";"Nastavení připomínek, Tvorba grafů, Sdílení kalendářů s ostatními, Plánování schůzek";True;"Cloudové úložiště";"Ukládání souborů online, Sdílení souborů s kolegy";"Ukládání souborů online, Sdílení souborů s kolegy";"Kalendářový software";"Plánování schůzky, Nastavení termínu splnění úkolu";"Plánování schůzky, Nastavení termínu splnění úkolu";True;"Co je to makro?";"Sada příkazů a instrukcí, která se automaticky vykonává pro automatizaci opakujících se úkolů";"Sada příkazů a instrukcí, která se automaticky vykonává pro automatizaci opakujících se úkolů";"Velké množství dat uložených v jednom souboru, Malý obrázek vložený do dokumentu, Nástroj pro kontrolu gramatiky a pravopisu, Sada příkazů a instrukcí, která se automaticky vykonává pro automatizaci opakujících se úkolů";True;"Zaškrtněte pravdivá tvrzení o grafických editorech.";"Vektorové obrázky poznáme podle přípony .mp4, Vektorové obrázky lze libovolně zvětšovat bez ztráty kvality";"Bitmapové obrázky ztrácejí kvalitu při zvětšování, Vektorové obrázky lze libovolně zvětšovat bez ztráty kvality";"Bitmapové obrázky ztrácejí kvalitu při zvětšování, Bitmapové obrázky poznáme podle přípony .docx, Vektorové obrázky poznáme podle přípony .mp4, Vektorové obrázky lze libovolně zvětšovat bez ztráty kvality";True
"SK";"Občan";55;"Muž";"Vysokoškolské vzdělávání";"Informační technologie";"";"Technologická zdatnost";"Základní počítačové dovednosti";5.0;5;"Expert";"Jaký je hlavní účel zálohování dat?";"Zajistit, že data jsou chráněna v případě ztráty nebo poškození";"Zajistit, že data jsou chráněna v případě ztráty nebo poškození";"Zvýšit rychlost počítače, Zlepšit kvalitu obrazu na monitoru, Uložit více souborů na menší prostor, Zajistit, že data jsou chráněna v případě ztráty nebo poškození";True;"Co se stane, když přesunete soubory do odpadkového koše?";"Soubory jsou dočasně smazány a lze je navrátit zpět z koše";"Soubory jsou dočasně smazány a lze je navrátit zpět z koše";"Soubory jsou navždy smazány, Soubory budou zálohovány, Soubory budou zkotrolovány antivirovým programem, Soubory jsou dočasně smazány a lze je navrátit zpět z koše";True;"Kterými z následujících zařízení je možné zadat data do počítače?";"Klávesnicí, Skenerem, Dotykovou obrazovkou, Mikrofonem";"Klávesnicí, Skenerem, Dotykovou obrazovkou, Mikrofonem";"Klávesnicí, Skenerem, Dotykovou obrazovkou, Mikrofonem, Reproduktory, Tiskárnou";True;"Kopírovat";"Ctrl + C";"Ctrl + C";"Vložit";"Ctrl + V";"Ctrl + V";"Vyjmout";"Ctrl + X";"Ctrl + X";"Zpět";"Ctrl + Z";"Ctrl + Z";True;"Textový dokument";".txt";".txt";"Obrázek";".jpg";".jpg";"Zvukový soubor";".mp3";".mp3";"Spustitelný soubor (program)";".exe";".exe";True;"Práce s kancelářským softwarem";4.5;5;"Expert";"Jaké funkce poskytuje tabulkový kalkulátor?";"Provádění matematických výpočtů nad daty";"Filtrování ve velkém množství dat, Provádění matematických výpočtů nad daty, Vizualizace informací pomocí grafů";"Filtrování ve velkém množství dat, Provádění matematických výpočtů nad daty, Vizualizace informací pomocí grafů, Prezentování výsledků ve formě prezentačních snímků";True;"Psát a formátovat dokumenty";"Textový editor, př. MS Word";"Textový editor, př. MS Word";"Tvořit a analyzovat tabulky";"Tabulkový kalkulátor, př. MS Excel";"Tabulkový kalkulátor, př. MS Excel";"Připravovat a promítat informace";"Prezentační software, př. MS Powerpoint";"Prezentační software, př. MS Powerpoint";"Plánovat schůzky a komunikovat";"Kolaborační software, př. MS Teams";"Kolaborační software, př. MS Teams";True;"Seřaďte kroky pro vytvoření grafu v tabulkovém procesoru.";"Vložit data do tabulky, Vybrat data (řady a kategorie) pro graf, Vybrat typ grafu, Exportovat graf do prezentace";"Vložit data do tabulky, Vybrat data (řady a kategorie) pro graf, Vybrat typ grafu, Exportovat graf do prezentace";True;"Seřaďte kroky pro vytvoření a uložení nového dokumentu v textovém editoru.";"Otevřít textový editor, Vyplnit dokument obsahem, Vybrat operaci uložení dokumentu, Zadat název souboru a vybrat umístění";"Otevřít textový editor, Vyplnit dokument obsahem, Vybrat operaci uložení dokumentu, Zadat název souboru a vybrat umístění";True;"Vyberte pravdivá tvrzení o souborech s příponou CSV.";"Jedná se o na softwaru nezávislý formát tabulkových dat, Řádky tabulky jsou v souboru odděleny znakem zalomení na nový řádek, Sloupce tabulky jsou v souboru oddělená libovolným separátorem (nejčastějši čárka nebo středník), Tabulkové kalkulátory většinou umí nahrát CSV soubor a zobrazit ho jako tabulku";"Jedná se o na softwaru nezávislý formát tabulkových dat, Řádky tabulky jsou v souboru odděleny znakem zalomení na nový řádek, Sloupce tabulky jsou v souboru oddělená libovolným separátorem (nejčastějši čárka nebo středník), Tabulkové kalkulátory většinou umí nahrát CSV soubor a zobrazit ho jako tabulku";"Sloupce tabulky jsou v souboru oddělená znakem zalomení na nový řádek, Jedná se o na softwaru nezávislý formát tabulkových dat, Řádky tabulky jsou v souboru odděleny znakem zalomení na nový řádek, Sloupce tabulky jsou v souboru oddělená libovolným separátorem (nejčastějši čárka nebo středník), Tabulkové kalkulátory většinou umí nahrát CSV soubor a zobrazit ho jako tabulku";True;"Internetové dovednosti";5.0;5;"Expert";"Jaká je základní funkce webového prohlížeče?";"Zobrazovat internetové stránky";"Zobrazovat internetové stránky";"Editovat videa, Zobrazovat tabulky, Zobrazovat internetové stránky, Přehrávat zvukové nahrávky";True;"Jaké je základní pravidlo pro tvorbu bezpečného hesla?";"Používat kombinaci písmen, čísel a speciálních znaků";"Používat kombinaci písmen, čísel a speciálních znaků";"Používat jednoduché a snadno zapamatovatelné slovo, Používat stejné heslo pro všechny účty pro případ zapomenutí, Používat pouze čísla, Používat kombinaci písmen, čísel a speciálních znaků";True;"K čemu slouží záložky (bookmarks) v prohlížeči?";"Ukládání oblíbených webových stránek pro rychlý přístup";"Ukládání oblíbených webových stránek pro rychlý přístup";"Přidávání komentářů na webové stránky, Stahování souborů z internetu, Zálohování souborů z webu, Ukládání oblíbených webových stránek pro rychlý přístup";True;"Pokus o získání citlivých informací pomocí falešných e-mailů";"Phishing";"Phishing";"Škodlivý software, který poškozuje nebo zneužívá systém";"Malware";"Malware";"Software, který zablokuje přístup k datům, dokud není zaplaceno výkupné";"Ransomware";"Ransomware";"Software, který tajně sleduje a sbírá informace o uživateli";"Spyware";"Spyware";True;"Ochrana před neoprávněným přístupem k počítačové síti";"Firewall";"Firewall";"Ochrana před malwarem a viry";"Antivirový software";"Antivirový software";"Šifrování internetového připojení";"VPN";"VPN";"Dodatečná vrstva zabezpečení při přihlašování";"Dvoufaktorová autentizace";"Dvoufaktorová autentizace";True;"Komunikace a sociální sítě";5.0;5;"Expert";"Jaká je bezpečnostní funkce, která zajišťuje, že e-mailová zpráva pochází od skutečného odesílatele?";"Digitální podpis";"Digitální podpis";"Digitální podpis, Dvoufaktorová autentizace, Spamový filtr, Šifrování";True;"K čemu slouží hashtagy na sociálních sítích?";"K označování a vyhledávání témat a konverzací";"K označování a vyhledávání témat a konverzací";"K vytváření seznamů kontaktů, K úpravě profilových informací, K ochraně účtu, K označování a vyhledávání témat a konverzací";True;"Co znamená pojem ""follower (sledující)"" na sociálních sítích?";"Uživatel, který vidí vaše příspěvky";"Uživatel, který vidí vaše příspěvky";"Uživatel, který upravuje váš profil, Uživatel, který blokuje váš účet, Uživatel, který vytváří obsah na vašem účtu, Uživatel, který vidí vaše příspěvky";True;"Jaké funkce typicky mají komunikační nástroje typu instant messaging (př.: Messenger, WhatsApp)?";"Videohovory, Zasílání fotografií, Odesílání textových zpráv, Odesílání hlasových zpráv";"Videohovory, Zasílání fotografií, Odesílání textových zpráv, Odesílání hlasových zpráv";"Videohovory, Zasílání fotografií, Odesílání textových zpráv, Odesílání hlasových zpráv";True;"E-mail";"Odesílání pracovních dokumentů";"Odesílání pracovních dokumentů";"Sociální sítě";"Sdílení osobních fotografií, komentování příspěvků ostatních uživatelů";"Sdílení osobních fotografií, komentování příspěvků ostatních uživatelů";"Instant messaging";"Psaní si zpráv v reálném čase";"Psaní si zpráv v reálném čase";True;"Řešení problémů a správa systému";4.75;5;"Expert";"Jaká je první věc, kterou byste měli udělat, pokud se počítač nezapne?";"Zkontrolovat, zda je zapojený do elektrické sítě";"Zkontrolovat, zda je zapojený do elektrické sítě";"Zkontrolovat, zda je zapojený do elektrické sítě, Vypnout a znovu zapnout modem, Rozebrat počítač a zkontrolovat vnitřní zdroj, Zkontrolovat připojení k internetu";True;"Jaké jsou běžné kroky při diagnostice problému s počítačem?";"Spuštění antivirové kontroly, Kontrola systémových aktualizací";"Spuštění antivirové kontroly, Kontrola systémových aktualizací, Kontrola fyzických připojení kabelů a zařízení";"Odstranění všech programů z počítače, Spuštění antivirové kontroly, Kontrola systémových aktualizací, Kontrola fyzických připojení kabelů a zařízení";True;"Jaké kroky je vhodné provést v případě problémů s internetovým připojením?";"Otestovat připojení jiným zařízením, Restartovat modem a router, Kontaktovat poskytovatele internetových služeb, Zkontrolovat fyzické připojení kabelů a zařízení, Zkontrolovat nastavení sítě na počítači";"Otestovat připojení jiným zařízením, Restartovat modem a router, Kontaktovat poskytovatele internetových služeb, Zkontrolovat fyzické připojení kabelů a zařízení, Zkontrolovat nastavení sítě na počítači";"Otestovat připojení jiným zařízením, Restartovat modem a router, Kontaktovat poskytovatele internetových služeb, Zkontrolovat fyzické připojení kabelů a zařízení, Zkontrolovat nastavení sítě na počítači";True;"Seřaďte kroky pro odstranění malwaru z počítače.";"Spustit antivirový software, Aktualizovat antivirovou databázi, Provést úplnou kontrolu systému, Odstranit nalezené hrozby, Restartovat počítač";"Spustit antivirový software, Aktualizovat antivirovou databázi, Provést úplnou kontrolu systému, Odstranit nalezené hrozby, Restartovat počítač";True;"Ukládání dat na vzdálené servery poskytovatele služeb";"Cloudové úložiště";"Cloudové úložiště";"Přenosný pevný disk připojený k počítači přes USB";"Externí pevný disk";"Externí pevný disk";"Malé přenosné zařízení pro ukládání dat";"USB flash disk";"USB flash disk";"Úložné zařízení připojené k místní síti";"NAS (síťové úložiště)";"NAS (síťové úložiště)";True;"Produktivita a digitální tvorba";5.0;5;"Expert";"Jaký je hlavní účel kalendářového softwaru?";"Správa a plánování času a událostí";"Správa a plánování času a událostí";"Psaní textových dokumentů, Úprava fotografií, Správa a plánování času a událostí, Tvorba hudby";True;"Jaké jsou běžné funkce kalendářového softwaru?";"Nastavení připomínek, Sdílení kalendářů s ostatními, Plánování schůzek";"Nastavení připomínek, Sdílení kalendářů s ostatními, Plánování schůzek";"Nastavení připomínek, Tvorba grafů, Sdílení kalendářů s ostatními, Plánování schůzek";True;"Cloudové úložiště";"Ukládání souborů online, Sdílení souborů s kolegy";"Ukládání souborů online, Sdílení souborů s kolegy";"Kalendářový software";"Plánování schůzky, Nastavení termínu splnění úkolu";"Plánování schůzky, Nastavení termínu splnění úkolu";True;"Co je to makro?";"Sada příkazů a instrukcí, která se automaticky vykonává pro automatizaci opakujících se úkolů";"Sada příkazů a instrukcí, která se automaticky vykonává pro automatizaci opakujících se úkolů";"Velké množství dat uložených v jednom souboru, Malý obrázek vložený do dokumentu, Nástroj pro kontrolu gramatiky a pravopisu, Sada příkazů a instrukcí, která se automaticky vykonává pro automatizaci opakujících se úkolů";True;"Zaškrtněte pravdivá tvrzení o grafických editorech.";"Bitmapové obrázky ztrácejí kvalitu při zvětšování, Vektorové obrázky lze libovolně zvětšovat bez ztráty kvality";"Bitmapové obrázky ztrácejí kvalitu při zvětšování, Vektorové obrázky lze libovolně zvětšovat bez ztráty kvality";"Bitmapové obrázky ztrácejí kvalitu při zvětšování, Bitmapové obrázky poznáme podle přípony .docx, Vektorové obrázky poznáme podle přípony .mp4, Vektorové obrázky lze libovolně zvětšovat bez ztráty kvality";True
